0,1,2,3,4,5,6,7,8,9,10,11,12,emotion
-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.02781801,-9.052507,-6.3288474,-12.138224,-7.0935783,1.7016895,happy
-715.8727,74.9853,2.9195237,11.441712,6.960729,13.466071,-6.726049,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,sad
-732.4854,80.96551,3.486698,13.03123,8.979398,14.107941,-4.78729,6.040529,-4.208775,-5.1626196,-7.1502514,-4.6642747,-0.31327257,sad
-766.6507,73.99263,2.4763808,10.077653,7.928804,11.792142,-5.2503986,4.038565,-4.807725,-4.9669833,-7.7130537,-2.5745971,0.20226558,sad
-736.81494,70.96664,4.8449197,13.2525215,7.9328127,11.802074,-4.9299836,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.1479453,sad
-704.1285,77.837975,5.096841,14.805322,8.49169,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.552901,0.5103896,sad
-652.2412,69.28093,-3.6923711,11.728851,3.0127633,11.101811,-6.1069927,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.1800429,sad
-650.43463,71.005745,-1.6740128,11.137108,6.426337,11.243235,-6.4243813,1.043488,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,sad
-636.48676,70.95319,-4.674072,14.9717245,3.3033524,11.239858,-7.639233,1.0996047,-7.3877835,-5.972332,-11.932848,-3.008971,1.6879238,sad
-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.6812309,-3.129483,-0.87246543,-9.711343,-3.9222546,1.1898441,angry
-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070966,angry
-595.0243,58.63152,-2.3276181,13.655263,2.5868275,7.25531,-6.0467424,2.112173,-5.78033,-4.3421254,-9.432346,-3.4377162,-0.09518714,angry
-557.4183,59.952057,-3.6888146,12.916796,-0.013789424,8.49737,-7.3896723,1.7407534,-4.216524,-5.3085866,-10.202172,-4.530847,0.6808322,angry
-382.96606,53.877857,-23.295197,4.5904512,-9.281445,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.9053793,-5.038463,angry
-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.7202892,-12.748709,-1.9727651,-11.1578665,-6.1966987,-13.095329,-9.452902,-1.8068534,angry
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.446643,-9.936925,-1.8927367,-10.486032,-7.3606796,-12.758347,-6.5644193,-1.5250014,angry
-338.97913,44.90493,-24.296867,3.9212265,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966728,angry
-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.2472754,-8.1957035,-2.013455,0.49049407,fearful
-635.4471,72.67471,-2.951787,10.282644,2.131883,12.7642765,-7.8575134,0.4886411,-9.560815,-9.200944,-11.435256,-3.8575084,0.2552432,fearful
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,fearful
-648.97406,78.302345,-1.742438,14.431587,6.2418766,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183348,0.5937344,fearful
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733642,3.74777,-9.133905,-9.742279,-9.53531,-3.4553618,3.30271,fearful
-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809906,fearful
-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.0568066,-7.2992,0.8310483,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,fearful
-452.25665,64.263695,-13.6770115,5.033825,-7.8362937,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.072722,2.0990417,fearful
-681.2215,78.88362,0.12867455,11.79581,0.9876599,13.565272,-6.526606,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165937,disgust
-653.0073,65.54431,1.4677504,11.092945,-4.316812,13.434915,-7.126188,1.5093213,-10.470179,-2.389424,-11.8359375,-3.84144,0.7690639,disgust
-700.34393,84.596725,5.775723,14.642682,3.4342353,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.20407356,-0.936947,disgust
-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.1341934,-12.038191,-2.4839942,-6.6857424,0.20061965,1.3775651,disgust
-514.209,61.11099,-6.6934342,7.1199026,-13.141234,1.2704732,-7.10544,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,disgust
-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184765,-8.228541,-6.405702,-6.278636,-1.5957088,disgust
-549.6085,59.82162,3.9864705,18.777025,-10.736347,5.5345674,-5.5263953,0.86579305,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454827,disgust
-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.530371,-6.282212,-4.1096196,-4.791883,disgust
-679.2995,64.041115,2.5253556,9.743006,2.0743146,10.626677,-5.171599,0.6371584,-5.9340224,-3.8285363,-6.00671,-5.4047394,1.9098549,surprised
-707.25446,65.81219,0.39867368,8.45983,4.7437553,11.846096,-4.4687295,-0.018804941,-6.092442,-3.4243653,-7.3909144,-1.4570595,1.3017485,surprised
-689.39404,70.91036,1.6139978,13.87252,3.8284073,11.299436,-6.1581707,3.869916,-6.6757092,-3.8586779,-8.293786,-1.8832899,1.6591703,surprised
-698.8534,63.96066,-0.88586384,11.611211,0.27096096,7.4793377,-7.8976097,2.7589517,-6.1132083,-3.0909564,-7.139969,-3.486652,0.36065257,surprised
-628.95764,67.507996,-5.0366893,10.8200655,0.3433469,12.224991,-7.1534066,0.43669897,-7.598815,-3.079836,-7.990679,-4.641811,3.1423318,surprised
-583.7002,58.7757,-6.3594966,10.300801,-1.2749366,8.5587015,-7.9135084,1.1394337,-7.879967,-4.2184925,-8.814162,-5.4635077,0.46838433,surprised
-629.17706,66.08909,-7.35269,13.902602,-1.7103955,10.309498,-8.481241,0.92026174,-6.696085,-6.425756,-10.449927,-1.7377803,-0.12092743,surprised
-610.95306,63.78429,-6.09838,10.515009,-2.8278024,8.334166,-5.722169,1.0251708,-10.117926,-5.266946,-8.199912,-4.9051867,0.6445216,surprised
-675.8518,68.959435,-4.9626026,5.423141,0.6098422,3.1607316,-9.528844,2.6474686,-9.230494,-3.4923794,-2.775557,-0.85833704,-3.252905,neutral
-677.49725,66.73792,-7.0662704,6.711427,2.3170292,2.5784461,-9.735838,3.7399817,-9.666592,-1.5748338,-2.7584555,-1.9055327,-2.6086488,neutral
-640.2968,64.62258,-5.6087337,3.4770446,-2.1005535,2.704671,-9.134014,2.263086,-9.458851,-4.599762,-3.9467952,-1.7240582,-3.9413574,neutral
-659.5008,61.314804,-5.997138,4.4901476,-2.6454027,2.5160272,-10.722279,2.685003,-10.316002,-4.7560496,-4.690621,-2.4549735,-4.5527906,neutral
-698.07587,70.690025,-2.29,12.190497,1.1434665,4.6190953,-9.343387,5.610262,-9.482477,-2.0852337,-2.5283892,-2.290745,-2.3949482,calm
-685.27014,66.034645,-5.3122635,8.085226,-0.22538432,3.311465,-9.604638,4.020546,-10.162641,-3.7117696,-2.5037436,-3.869077,-2.9866402,calm
-688.55475,65.21492,-4.006218,9.36352,-3.746424,5.08095,-8.949337,2.139515,-9.365404,-4.1520343,-4.6722927,-1.6119943,-5.2091184,calm
-674.3035,65.86995,-5.672625,4.343221,-4.5438147,3.119926,-10.6374445,1.4574045,-11.619745,-5.8630357,-5.0011463,-2.872971,-5.9370713,calm
-676.9464,62.021435,-4.284783,9.674073,-0.5778349,2.8325372,-10.690165,2.9925206,-7.7227254,-4.665902,-4.6269574,-3.018172,-2.5841203,calm
-685.354,64.8416,-6.25909,9.039537,-1.8504004,1.9620017,-10.030852,4.2898245,-10.935775,-3.8740454,-4.0803866,-3.7543135,-1.8145919,calm
-680.23694,60.510754,-5.488641,8.456001,-7.207877,3.0568423,-8.93921,1.36512,-11.655978,-6.4648137,-6.3382726,-2.715138,-5.363808,calm
-676.8966,63.290787,-2.5447507,9.512606,-5.238165,4.0801325,-8.802563,2.9575653,-12.019953,-4.360211,-5.64748,-0.8800453,-4.214632,calm
-615.3698,64.712395,-17.525738,1.0721176,2.1432567,-0.7451552,-10.137992,1.4398385,-9.424702,-8.146935,-1.7783351,-3.5647104,-4.9699297,happy
-636.3284,67.115746,-15.966241,4.9848886,3.678653,0.79736257,-11.596442,2.4776044,-10.262892,-7.066807,-1.8124378,-3.9394994,-5.9389787,happy
-623.5609,64.29266,-16.984367,1.9863328,-0.77768683,-1.0957052,-10.206499,-1.0956904,-12.033014,-9.559129,-2.6313574,-3.4545598,-7.2920837,happy
-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.43288064,-9.629009,-0.9671438,-10.922279,-7.44106,-1.0519143,-2.379755,-6.1604385,happy
-507.97903,55.327007,-24.597252,-2.29639,2.2030911,-5.1337295,-15.9404745,-2.3842769,-10.304943,-11.138833,-1.3275423,-7.337683,-9.678197,happy
-509.58395,59.14795,-25.002707,-2.642916,1.5179118,-3.107946,-16.754808,-3.8577049,-9.711455,-10.388177,-2.2028635,-6.0850754,-8.971969,happy
-564.886,59.037647,-17.660675,-0.29245853,0.6204666,-0.51987094,-12.686069,-5.5435715,-11.660214,-10.052526,-0.9895535,-3.7621112,-9.788853,happy
-558.6029,57.735268,-17.925465,0.64743835,-0.6263508,-1.7978332,-13.934751,-3.5213854,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825,happy
-706.5462,70.95973,-4.1365914,6.6439753,-0.8450789,3.2053216,-10.462761,2.9966118,-11.937458,-4.443748,-5.141396,-3.6179626,-4.5712757,sad
-696.2251,72.61911,-5.971652,6.434627,-0.2762452,2.8364089,-9.820615,3.4400737,-9.201118,-5.085862,-4.289515,-2.8661973,-2.9726012,sad
-683.29425,59.915516,-0.35981494,6.508976,-1.4676181,2.8750477,-8.309567,-0.5963472,-11.488852,-5.7631593,-3.1498957,-3.2484865,-5.245757,sad
-700.86566,62.921898,-2.619947,8.212914,-0.48985144,4.108222,-7.795467,-0.023358103,-9.3188505,-6.341343,-3.9372575,-1.853161,-4.594819,sad
-684.31573,62.340847,-8.324207,5.9357667,-1.9212883,-1.0301524,-10.189304,-1.967844,-11.886773,-8.71532,-5.9609404,-3.7124434,-6.0599976,sad
-702.70337,67.9131,-3.6298938,8.076855,-0.73930705,2.7110705,-8.9391775,-1.2227178,-11.854862,-6.6605196,-6.6040406,-2.7997153,-5.201832,sad
-688.776,60.152584,-4.9036407,7.6960406,-3.1103747,1.7679313,-8.346171,-2.3499694,-12.538821,-9.191037,-7.881257,-3.7299988,-7.1819487,sad
-687.3986,61.031883,-7.11638,8.069417,-3.8432615,2.7920036,-11.200945,-3.3254013,-13.323005,-7.9586997,-6.2958865,-1.9197618,-7.7417617,sad
-588.2537,59.247963,-8.007299,4.542206,-1.3240749,0.9731261,-9.401972,2.055399,-7.919817,-6.6781936,-1.9953741,-2.8655589,-2.086076,angry
-564.9818,62.465103,-14.487927,3.4400377,-1.1810225,0.26285583,-10.752198,2.646129,-10.449388,-5.05966,-0.90070343,-1.5124356,-1.1195512,angry
-602.7209,62.84519,-8.394002,6.589411,-4.3759093,1.4356266,-10.295984,3.8481052,-10.856516,-5.5122113,-4.1941566,-1.5423422,-4.7062216,angry
-590.8822,59.8463,-14.2538395,4.3443723,-5.5822906,-0.5592323,-13.923412,3.8070235,-11.936244,-6.5984015,-4.0506763,-2.3211436,-4.3040123,angry
-477.00308,51.98464,-22.436214,0.07966272,-4.303525,-6.375623,-13.338382,3.2944665,-10.27578,-8.972215,-0.73087966,-4.789858,-4.3287773,angry
-502.75406,55.81529,-22.514963,-0.38626748,-4.559094,-6.385681,-12.998574,5.385625,-8.096994,-8.746944,-1.6673539,-4.6842523,-4.3427157,angry
-437.46176,46.474915,-25.999445,-5.887986,-9.137497,-9.274363,-16.633015,1.2840623,-11.299039,-13.147175,-4.465234,-6.250961,-8.2641,angry
-453.88705,48.402576,-28.487484,-3.6462314,-8.611464,-9.896745,-16.036991,2.3280637,-11.231367,-12.242676,-3.3367684,-5.9945483,-8.363049,angry
-595.8171,59.382217,-25.655392,1.5161914,-4.867662,-1.9652696,-16.650066,0.6837833,-14.741965,-8.69511,-4.6204305,-6.8369813,-6.595382,fearful
-599.1613,56.84228,-22.899433,-1.210327,-5.610211,-1.7112187,-14.993201,1.2717696,-14.38086,-10.10225,-4.706261,-5.4223394,-6.8581696,fearful
-584.6368,53.946198,-23.683254,1.0352305,-6.6190166,0.15367803,-15.050793,-0.9471066,-15.154127,-9.587488,-3.8004522,-3.3235002,-8.445857,fearful
-590.8616,50.688057,-24.538645,-3.3477864,-7.2955213,0.35064098,-15.734378,-3.0930223,-17.794012,-10.360826,-3.7984352,-3.4389179,-9.616912,fearful
-535.523,44.54064,-30.301683,-4.141503,-7.739762,-6.3114443,-17.439528,-2.251262,-12.8389,-10.43201,-4.374937,-3.2262971,-8.528458,fearful
-519.63324,42.272,-30.099941,-3.093581,-8.013828,-4.3675427,-18.463741,-2.311752,-12.013569,-12.069893,-5.05816,-5.0358105,-9.207201,fearful
-515.9983,38.055786,-27.663738,-3.2252216,-11.4832535,-1.9800562,-17.871073,-2.427586,-12.107834,-9.330832,-5.2517323,-4.981838,-10.160074,fearful
-508.61215,42.668713,-26.237993,-3.011582,-10.191428,-2.5118136,-15.029951,-4.4171395,-14.136554,-11.3241625,-2.822758,-3.4599664,-8.981435,fearful
-666.80176,72.579124,-11.815957,6.9202304,-2.7584271,0.749238,-5.3767095,1.8880272,-13.4000025,-4.9366508,-2.646663,-0.7979515,-4.509567,disgust
-676.8212,79.525734,-12.700563,8.421185,-1.8144246,-0.3652036,-5.796458,1.6079459,-12.252425,-7.24475,-3.7815433,-0.11595069,-3.9112654,disgust
-648.5525,72.06284,-7.534307,7.6733623,-3.249207,2.9102335,-6.597658,0.034335416,-10.93742,-7.287062,-3.4088805,0.597124,-6.967582,disgust
-653.723,71.55224,-12.836388,6.1638565,-2.0914633,0.5635094,-8.865092,-0.9978097,-13.018609,-8.319363,-1.9783115,0.5650333,-8.12291,disgust
-610.62225,69.0307,-17.941748,7.085806,-4.9329934,-2.7218773,-9.898748,1.7689624,-12.767784,-8.337047,-3.3750827,-1.2256464,-5.9758835,disgust
-604.80096,67.3899,-13.988151,8.438961,-4.7205157,-2.0792239,-7.776218,2.8520653,-10.106051,-6.681344,-3.561178,0.10706904,-4.1022253,disgust
-578.7148,68.02484,-12.293321,3.3390753,-6.655988,-2.293285,-8.483037,-3.113781,-14.665143,-8.832307,-3.131414,-1.8985447,-9.200716,disgust
-587.31866,68.01829,-14.568759,4.6844726,-6.2608867,-1.0763564,-8.895314,-2.3191297,-12.355954,-7.5472345,-3.6468918,-0.093184195,-7.302063,disgust
-601.55707,56.22707,-14.788618,5.832396,-0.5447874,1.7596616,-13.9631815,3.9500954,-7.4126754,-1.8806309,-2.538129,-3.536913,-2.9707384,surprised
-628.42194,57.84643,-15.041886,1.5338743,-2.6143193,1.5111591,-12.51113,3.1742525,-7.906259,-3.803382,-4.8641777,-3.9710584,-5.7344947,surprised
-622.95514,55.443245,-11.811411,2.722286,-3.9047046,0.62918544,-12.626839,2.8669498,-9.456175,-4.943672,-3.3962893,-2.588792,-6.8830247,surprised
-615.47516,57.472298,-15.626009,3.1130269,-2.8661315,1.6390877,-15.600986,0.7807731,-11.471948,-5.5486,-5.0323143,-3.548146,-6.5748534,surprised
-564.7623,54.849766,-19.824144,4.487412,-4.223751,0.4460904,-12.74342,3.2136304,-8.929535,-4.848646,-3.440392,-3.9251094,-4.478769,surprised
-574.09515,56.993507,-20.57765,0.95600295,-4.247905,-1.0783085,-14.463271,3.3202925,-8.172607,-4.008372,-4.2820487,-3.434837,-4.926553,surprised
-558.19916,47.084106,-15.010587,2.2082467,-8.0792465,-1.2332699,-17.280085,1.9879117,-9.77147,-6.99983,-5.948878,-4.0063896,-6.202224,surprised
-551.6057,54.531498,-19.835558,0.4823169,-11.989706,-1.1963362,-16.381798,0.14939961,-12.804776,-7.4575467,-4.8875237,-4.6384563,-7.5270443,surprised
-650.82495,75.053345,-1.5596936,10.679241,3.452877,9.057185,-3.5068495,-5.2496476,-8.949531,-2.107145,-1.3579398,-7.448061,-1.8247751,neutral
-652.3244,82.7199,5.666817,16.565447,8.281691,14.928034,-0.48059675,-0.55506,-6.1648507,0.99932694,1.9675256,-3.9197764,0.4366534,neutral
-662.19574,81.63297,-3.5776656,16.832031,1.7413347,13.511324,-3.946744,-3.5146732,-10.031097,-0.40375623,-3.0484471,-6.706131,-0.13584141,neutral
-652.5885,77.51371,-1.5408561,17.84109,0.7131477,14.448554,-2.5529966,-4.6707406,-12.221157,-1.5976422,-3.854779,-7.1611824,-1.4848601,neutral
-671.14734,83.922676,4.4144216,18.822298,1.0988159,15.853525,-4.5814576,-1.1035548,-9.938231,2.6786118,-2.2649739,-4.625286,2.9222016,calm
-665.8279,84.23869,-1.4056453,15.918263,0.41480917,13.920028,-6.476468,-2.6288373,-10.275372,1.3067621,-1.827777,-4.7251716,2.3447976,calm
-670.2019,95.914825,-2.0398586,17.43807,-0.19794616,21.545874,-5.6796083,-7.8394375,-10.625422,7.422122,-4.197183,-6.7059283,5.1207113,calm
-575.3465,79.03594,-3.7180457,16.04399,-4.3957295,15.99411,-3.8400064,-4.4334903,-11.568269,2.914715,-3.6854777,-6.7109704,2.9588125,calm
-595.656,115.125786,-12.486445,9.778536,-4.4078407,11.404601,-7.63516,-6.1388936,-14.109396,3.5589497,-4.4130926,-8.857958,9.459617,calm
-558.1487,88.59589,-9.809089,9.89559,-0.15828928,14.887551,-6.977334,-2.4250047,-13.570071,-2.585515,-4.0768247,-5.4507413,2.417921,calm
-558.07135,89.91926,-4.5590396,15.62289,-1.6816986,17.939384,-4.411679,-2.5617187,-11.794612,4.9933753,-4.2477236,-4.8499327,7.1187406,calm
-563.3624,89.31719,-6.26043,16.353271,-4.8267765,15.496614,-3.8968604,-3.2850766,-14.188289,3.337929,-2.3596408,-5.4489956,6.167412,calm
-581.51776,86.49795,-7.0137944,6.6178164,-1.4996209,11.158793,-4.0651083,-3.0187302,-13.006205,-5.2034173,-6.950407,-7.873938,3.0678217,happy
-547.64355,79.97517,-9.052598,3.53782,-7.8603106,5.4312344,-4.5503254,-2.237038,-14.489897,-4.793423,-7.760324,-10.281886,1.072227,happy
-562.18933,67.71657,-7.029318,9.449414,-1.7910746,8.841335,-4.2650714,-6.7323656,-14.042651,-3.2341087,-5.817202,-10.919735,-1.24479,happy
-595.686,72.477,-3.5955465,10.491075,-4.5319443,7.739019,-0.56515515,-3.2722828,-14.578575,-1.1650196,-5.0173845,-9.092421,2.2382286,happy
-463.13293,70.86732,-11.192143,7.132051,-11.5031595,1.6838651,-4.482834,-5.5729303,-13.715826,-3.7343342,-6.7022767,-11.326709,0.6737863,happy
-435.09845,78.4659,-21.20514,8.521788,-12.405359,-0.9865324,-5.083646,-3.844443,-13.417733,-7.1885753,-8.733084,-13.107973,0.022042707,happy
-382.65955,63.63718,-11.786406,12.949072,-14.542373,3.1309745,-6.531923,0.37984094,-14.354539,-6.7774053,-8.539289,-13.847208,-5.326892,happy
-432.74744,68.68991,-11.238523,4.9798875,-11.661457,5.6240215,-2.328049,-4.7096977,-12.202044,-4.9536633,-7.0798354,-11.616607,1.0386739,happy
-691.92377,94.67122,0.47669712,12.343627,0.89914155,14.521013,-2.223003,-1.3594073,-9.2235,-0.8726237,-2.7871091,-6.337168,0.39842108,sad
-691.8411,90.92955,4.4404397,14.528288,1.777668,15.707141,-3.6934361,-0.79453623,-7.786258,0.72319657,-0.22709915,-4.7636943,-0.886442,sad
-631.7882,87.69928,-3.0539677,14.895871,4.1942005,14.2266035,-4.8836336,-2.648895,-10.967318,-1.8890902,-2.9453237,-6.6824527,1.1908921,sad
-645.2115,92.7884,0.58133006,20.256248,2.5060296,15.603405,-1.5338534,-3.1029832,-12.285685,1.080485,-2.1051993,-6.84799,1.3448062,sad
-557.013,76.07341,-4.727666,-0.7776746,-3.3681974,5.033892,-7.598637,-7.478506,-15.562574,-10.0099535,-12.766381,-15.619433,-5.438045,sad
-509.10004,70.206314,-8.00727,8.989733,-2.6881354,7.5382996,-7.016756,-3.4589763,-15.834296,-7.2725825,-8.42375,-10.813387,-3.9988852,sad
-454.31,71.67222,-8.020228,7.775586,1.7673954,12.760119,-3.6207776,-1.377639,-12.551631,-8.867118,-8.763046,-9.168039,-1.5708237,sad
-503.2616,75.795685,-5.742663,11.326399,1.0718489,10.99579,-2.8999624,-0.77290684,-10.083305,-5.3255816,-8.964861,-8.641292,-2.4564226,sad
-653.062,87.5561,-0.48392114,21.858515,4.6849985,17.147743,-7.514381,3.482068,-10.20092,-5.455109,-2.6334658,-4.095179,-2.13867,angry
-542.4271,79.08205,-9.687261,12.7139435,4.7941017,10.660156,-6.412248,-0.13605498,-9.137848,-7.085072,-2.828297,-6.242001,-6.024363,angry
-565.4901,86.78151,-12.565881,15.103841,2.804815,11.657201,-7.2918344,-1.3025218,-13.348261,-8.51801,-3.2220879,-5.785673,-4.285244,angry
-524.1814,85.32957,-12.332532,11.020672,-2.0355346,10.610243,-8.31675,-3.8895504,-14.1109,-7.234545,-6.419561,-7.038712,-4.957478,angry
-371.46576,70.171585,-23.333237,11.865147,-2.593794,-0.46233332,-8.77402,4.477863,-12.264639,-8.386244,-2.069359,-5.8663373,-6.640087,angry
-364.18478,67.36594,-19.308813,12.431146,-1.6103729,4.454058,-8.195003,1.2907875,-11.49661,-9.479123,-2.2458413,-4.919535,-5.0647078,angry
-385.5774,71.52516,-18.275528,11.232079,-5.084105,1.3441284,-9.877406,3.8137999,-11.285021,-9.970742,-4.3908176,-4.986711,-4.954866,angry
-354.46045,66.602356,-20.03985,13.610675,-5.9195127,0.00018700134,-10.763464,4.9986854,-10.845708,-7.561625,-6.7523456,-5.047124,-3.696024,angry
-614.97107,86.72635,-6.066335,17.970036,-1.0990669,14.759195,-5.1752563,-0.3026929,-15.730035,-7.23711,1.0268164,-5.4319572,-1.6544393,fearful
-558.6532,94.69803,-10.094575,15.966925,-0.9923767,14.507664,-9.333701,-4.5567164,-15.884416,-7.4666967,-0.9413525,-8.353817,-3.9953213,fearful
-557.5914,79.30087,-10.559692,17.806805,-2.841905,10.685294,-6.488109,-3.9426188,-13.416121,-7.913074,-4.1888647,-8.591356,-2.9286575,fearful
-577.4123,83.98748,-8.424987,9.811444,3.218545,11.16665,-4.1687164,-4.7221513,-13.760408,-6.826519,-3.5647807,-7.195362,1.0284113,fearful
-416.87708,93.55297,-13.417342,14.867507,2.4060755,17.462492,-2.8187327,4.168934,-6.8121843,1.1675432,-6.2637544,-6.447835,6.1810994,fearful
-368.60144,77.371704,-24.102606,6.453709,-7.0047226,7.090896,-7.226994,-0.72204924,-19.60551,-9.879688,-7.2351227,-14.060125,-0.73618054,fearful
-425.4289,71.385544,-13.045389,14.818954,-3.7614074,12.552749,-1.9730874,4.2654114,-14.234061,-6.522216,-6.463125,-9.7915325,-0.38614845,fearful
-384.39383,82.68547,-25.854326,5.1586366,-13.674616,6.1407557,-7.6037846,-3.9549258,-20.229721,-5.5298376,-11.622337,-15.883946,2.9951696,fearful
-573.58203,84.51253,-9.768135,10.765009,0.062492672,11.31847,-10.6947775,0.81419545,-9.129473,-3.4155073,-3.7065926,-1.5936695,3.0000846,disgust
-618.37427,83.00514,-1.6759187,12.043492,1.6131188,15.324558,-10.920174,2.0471966,-10.583956,-5.136905,-4.841039,-3.9477427,2.5303812,disgust
-612.5424,67.349144,-1.6704593,17.94051,1.5331881,14.715974,-10.138942,0.48823926,-14.177337,2.470496,-4.1733727,-0.7552409,1.29895,disgust
-538.495,77.0598,-9.714148,8.943498,-0.7551337,13.815857,-12.097764,-0.36313984,-14.6647415,-1.7315632,-6.4333634,-3.9928758,3.8885822,disgust
-584.6922,85.483604,-4.9282336,12.613634,4.452445,15.811362,-15.518514,0.8976673,-12.668603,2.2340963,-4.073238,-3.1329625,0.85615915,disgust
